customer_id,date,amount
C00650,2023-12-06,34.1
C00650,2023-09-19,38.89
C00650,2023-10-12,22.16
C00650,2025-05-09,52.55
C00650,2025-11-11,34.8
C00651,2025-07-25,6.96
C00651,2023-10-20,8.37
C00651,2025-09-16,7.25
C00651,2025-02-05,7.4
C00651,2024-04-28,7.87
C00651,2025-09-19,8.71
C00651,2024-07-16,7.14
C00651,2025-06-12,6.22
C00651,2025-01-13,7.15
C00651,2025-12-05,5.24
C00651,2025-10-27,8.27
C00651,2023-07-10,11.88
C00651,2023-06-06,6.32
C00651,2023-07-27,7.57
C00652,2024-11-23,61.25
C00653,2023-02-25,59.26
C00654,2024-04-09,30.02
C00655,2025-10-11,30.69
C00655,2025-11-15,25.54
C00655,2025-03-04,18.11
C00655,2025-08-20,22.84
C00656,2025-01-18,20.64
C00657,2024-06-06,14.38
C00657,2023-02-05,50.3
C00657,2025-06-02,50.02
C00657,2023-11-26,49.22
C00657,2025-12-20,36.15
C00658,2024-07-30,10.46
C00658,2023-07-09,15.03
C00658,2023-01-16,17.6
C00659,2024-11-08,9.91
C00660,2025-07-24,14.94
C00661,2025-11-25,8.95
C00662,2024-09-27,70.77
C00662,2025-11-02,122.63
C00663,2024-09-19,30.09
C00663,2025-09-06,33.42
C00663,2023-01-04,34.12
C00663,2023-06-29,26.34
C00664,2025-02-21,32.06
C00664,2024-05-14,27.69
C00664,2023-03-28,21.56
C00664,2024-12-06,17.23
C00665,2023-11-10,27.39
C00665,2025-03-09,36.93
C00665,2023-02-03,34.03
C00666,2023-06-13,26.87
C00666,2025-11-19,21.92
C00667,2024-01-10,27.92
C00667,2023-09-15,19.16
C00668,2023-05-26,20.3
C00668,2025-03-23,22.92
C00669,2024-11-20,31.03
C00670,2023-01-11,16.24
C00671,2023-01-28,21.1
C00671,2025-03-27,65.29
C00671,2023-09-03,48.7
C00671,2023-06-08,27.22
C00671,2025-04-05,22.25
C00671,2024-02-14,31.38
C00672,2023-05-17,29.98
C00672,2025-04-04,48.4
C00673,2023-09-28,72.96
C00673,2023-01-31,24.49
C00673,2025-11-24,29.06
C00673,2023-12-02,31.75
C00674,2025-01-06,48.63
C00674,2025-08-26,46.55
C00674,2024-03-18,23.11
C00674,2025-08-24,33.64
C00674,2024-07-20,39.46
C00674,2025-02-20,33.58
C00674,2023-05-05,48.48
C00675,2024-11-07,11.3
C00675,2024-06-05,6.41
C00675,2023-09-29,14.11
C00675,2025-07-19,24.07
C00675,2024-11-04,20.33
C00675,2024-09-14,12.08
C00675,2025-03-06,22.8
C00676,2024-09-15,43.45
C00676,2024-05-22,56.69
C00676,2023-11-21,52.63
C00676,2025-09-15,73.8
C00676,2025-07-20,38.51
C00677,2024-05-30,11.82
C00677,2023-09-27,17.32
C00678,2025-10-10,19.73
C00679,2025-03-22,23.94
C00679,2025-04-22,24.73
C00680,2023-11-30,23.42
C00681,2025-05-16,9.42
C00682,2024-04-02,8.81
C00682,2024-07-23,13.42
C00682,2024-03-29,17.85
C00683,2024-09-09,14.74
C00683,2023-08-05,10.75
C00683,2024-10-15,12.78
C00683,2024-07-18,9.33
C00683,2023-09-12,14.04
C00683,2025-03-06,10.36
C00683,2024-05-19,32.52
C00684,2025-12-26,45.75
C00684,2025-03-22,18.8
C00684,2023-05-29,21.06
C00685,2024-09-03,16.28
C00685,2025-10-16,21.27
C00685,2024-08-21,8.14
C00685,2025-04-18,9.83
C00685,2025-12-01,31.98
C00686,2024-12-14,47.66
C00686,2025-07-10,32.75
C00686,2023-05-11,45.56
C00686,2025-03-29,44.09
C00686,2025-01-17,24.85
C00686,2024-08-28,28.53
C00686,2025-07-02,54.91
C00686,2023-10-24,24.64
C00686,2024-12-13,36.07
C00686,2023-05-23,22.37
C00686,2024-08-14,46.92
C00686,2023-11-12,23.09
C00686,2025-01-18,45.72
C00686,2024-06-23,43.81
C00686,2023-10-28,26.48
C00686,2024-11-16,30.92
C00686,2025-01-13,30.89
C00687,2024-03-22,19.87
C00687,2024-04-18,32.72
C00687,2023-11-02,15.4
C00688,2024-12-05,13.27
C00688,2023-12-21,20.68
C00688,2023-03-04,33.39
C00688,2023-04-29,41.44
C00688,2023-12-31,27.36
C00688,2023-12-02,34.83
C00688,2025-03-18,30.02
C00688,2023-07-07,38.44
C00688,2023-07-30,39.33
C00688,2023-12-21,27.14
C00688,2025-04-01,23.67
C00688,2025-06-17,53.42
C00689,2023-12-06,22.26
C00689,2025-05-20,25.35
C00689,2023-09-29,32.6
C00690,2025-01-03,19.14
C00690,2025-03-16,12.48
C00690,2023-05-31,8.1
C00690,2024-09-10,5.6
C00690,2024-09-05,21.45
C00690,2024-04-29,7.61
C00691,2025-12-20,61.12
C00691,2023-11-22,60.12
C00691,2024-07-13,74.52
C00691,2025-01-30,31.09
C00691,2024-12-02,68.98
C00691,2024-12-03,80.42
C00691,2025-11-16,34.47
C00692,2024-05-05,11.8
C00692,2023-02-07,7.21
C00693,2023-09-02,26.14
C00693,2023-04-06,33.13
C00693,2024-08-29,27.45
C00693,2023-08-15,28.68
C00693,2025-12-19,19.51
C00694,2023-12-23,24.83
C00695,2024-02-26,10.38
C00695,2025-12-25,14.56
C00695,2025-03-16,22.69
C00695,2023-04-24,12.24
C00696,2025-10-01,28.45
C00697,2024-07-10,9.75
C00697,2025-09-04,7.85
C00697,2025-01-01,10.28
C00698,2024-08-27,14.52
C00698,2025-04-05,26.5
C00698,2023-02-11,18.57
C00699,2023-11-28,68.87
C00700,2023-02-25,11.75
C00700,2024-06-17,15.03
C00701,2023-12-29,15.86
C00701,2024-04-11,16.2
C00701,2024-10-20,15.75
C00701,2025-08-28,27.31
C00702,2024-03-27,12.67
C00702,2023-01-18,11.76
C00702,2023-04-25,7.26
C00702,2024-01-28,14.98
C00702,2025-09-22,10.28
C00703,2024-10-08,10.41
C00703,2023-10-17,20.74
C00703,2024-03-29,12.72
C00703,2024-01-20,7.93
C00703,2025-03-14,15.15
C00703,2023-08-13,15.85
C00703,2023-09-20,7.39
C00703,2024-04-28,12.14
C00703,2024-08-03,9.55
C00703,2025-08-01,9.87
C00703,2025-03-21,11.51
C00703,2025-08-05,12.68
C00703,2024-04-01,18.96
C00703,2023-06-13,10.83
C00703,2024-03-22,8.03
C00704,2024-07-04,44.68
C00704,2023-05-31,21.04
C00704,2023-05-03,41.45
C00704,2024-07-21,25.17
C00705,2024-07-15,82.08
C00705,2023-03-26,69.36
C00705,2023-12-21,68.28
C00706,2023-12-03,48.92
C00706,2024-03-07,27.98
C00706,2023-03-04,67.96
C00707,2025-05-16,11.77
C00707,2023-10-31,10.93
C00707,2024-05-28,9.11
C00708,2024-08-12,13.92
C00708,2025-05-12,18.68
C00708,2023-10-04,12.38
C00708,2023-11-21,17.03
C00708,2024-10-30,30.47
C00708,2024-04-11,18.45
C00708,2025-04-24,15.17
C00708,2025-07-31,18.22
C00708,2023-09-22,24.32
C00708,2023-04-25,13.96
C00708,2025-02-28,22.32
C00709,2023-03-02,29.08
C00709,2023-06-12,29.29
C00710,2023-01-25,13.26
C00711,2024-04-11,17.77
C00711,2025-01-10,23.63
C00711,2023-06-18,24.57
C00712,2024-09-01,19.36
C00713,2025-08-22,32.26
C00713,2024-07-28,23.84
C00713,2025-09-07,48.33
C00713,2025-01-21,27.37
C00714,2023-07-09,8.56
C00714,2024-11-26,22.16
C00714,2024-09-04,10.47
C00714,2025-06-22,14.9
C00714,2023-05-17,8.88
C00714,2025-06-08,11.32
C00714,2025-07-29,11.91
C00714,2025-05-21,16.28
C00714,2025-11-26,8.48
C00714,2025-11-15,7.02
C00715,2023-11-24,75.93
C00715,2025-01-27,85.24
C00715,2023-08-24,70.37
C00715,2023-03-17,91.6
C00715,2024-02-20,135.97
C00715,2024-10-07,83.53
C00716,2025-01-10,7.31
C00716,2024-04-09,10.09
C00716,2025-11-28,11.07
C00716,2025-02-12,7.14
C00716,2025-07-02,11.05
C00717,2023-02-25,15.24
C00717,2025-04-16,18.91
C00717,2024-08-05,15.84
C00718,2023-09-12,15.15
C00718,2025-03-24,17.66
C00718,2023-08-18,18.54
C00719,2023-04-15,23.55
C00720,2024-11-05,26.81
C00720,2025-03-16,24.59
C00720,2023-09-04,10.34
C00720,2025-11-04,16.55
C00720,2024-03-29,11.49
C00720,2025-11-18,37.81
C00721,2024-05-29,10.89
C00721,2024-01-23,10.94
C00721,2023-01-21,14.22
C00721,2025-07-14,12.96
C00722,2024-09-13,15.14
C00722,2023-12-04,10.94
C00722,2024-02-14,11.19
C00722,2025-01-08,11.34
C00722,2024-05-11,20.76
C00722,2023-03-28,15.32
C00722,2023-05-14,10.89
C00722,2025-11-13,24.88
C00722,2023-04-13,26.11
C00722,2024-07-12,13.24
C00723,2023-02-15,16.98
C00724,2024-04-24,25.09
C00724,2024-01-06,12.98
C00724,2025-03-11,9.91
C00724,2024-07-10,14.06
C00725,2023-01-26,7.05
C00725,2023-04-05,16.87
C00726,2024-01-31,4.83
C00726,2024-10-07,7.24
C00726,2024-06-26,13.92
C00726,2023-09-09,9.15
C00726,2025-09-12,10.98
C00727,2023-06-23,44.7
C00727,2025-10-02,22.22
C00727,2025-09-24,25.68
C00727,2023-10-08,20.37
C00727,2024-05-17,16.14
C00727,2023-03-15,19.92
C00728,2024-03-26,15.16
C00729,2024-11-28,39.21
C00729,2024-12-31,59.02
C00730,2024-08-09,10.27
C00730,2023-03-06,10.36
C00731,2024-08-14,20.33
C00731,2025-06-09,22.34
C00732,2024-05-12,36.61
C00732,2024-06-11,42.7
C00732,2024-09-22,21.86
C00732,2023-12-09,24.91
C00733,2024-07-25,56.91
C00734,2023-08-25,21.33
C00734,2024-11-28,29.67
C00734,2025-09-21,22.79
C00734,2025-12-09,22.92
C00734,2023-11-18,14.39
C00735,2024-03-22,25.63
C00735,2024-10-06,38.14
C00736,2025-01-06,29.51
C00736,2025-04-23,13.95
C00736,2023-08-12,28.87
C00736,2024-02-15,23.35
C00736,2023-09-11,29.5
C00737,2025-10-12,64.87
C00737,2024-05-16,108.11
C00737,2024-06-09,112.86
C00738,2023-04-15,41.21
C00738,2023-03-03,16.47
C00739,2023-02-14,97.93
C00739,2025-02-02,44.43
C00739,2025-07-19,30.94
C00740,2025-03-30,21.27
C00741,2025-08-25,10.11
C00742,2023-08-22,21.82
C00742,2024-01-17,21.3
C00742,2025-07-31,34.38
C00743,2023-08-02,26.74
C00743,2023-01-12,25.45
C00744,2023-07-01,23.19
C00744,2024-03-23,53.86
C00744,2025-05-23,34.89
C00744,2024-09-19,32.02
C00744,2024-03-18,30.56
C00745,2024-03-19,39.62
C00746,2024-06-08,8.15
C00746,2024-02-16,15.24
C00746,2025-02-28,12.2
C00746,2025-07-02,7.57
C00746,2023-04-15,12.34
C00746,2024-05-17,12.63
C00746,2025-04-17,7.76
C00746,2024-10-13,9.7
C00746,2023-05-12,6.49
C00746,2024-12-06,6.74
C00746,2025-10-21,8.07
C00746,2023-12-17,10.67
C00746,2024-04-28,15.64
C00746,2024-12-31,22.67
C00746,2024-04-21,12.7
C00746,2024-11-21,11.93
C00746,2025-02-21,13.83
C00746,2024-08-14,16.62
C00747,2023-10-04,68.96
C00747,2024-05-27,41.03
C00747,2024-12-30,34.75
C00747,2023-11-28,39.17
C00748,2025-05-29,9.07
C00748,2024-08-15,15.25
C00749,2023-03-06,23.7
C00749,2023-08-30,56.45
C00749,2024-05-21,34.94
C00749,2023-02-04,23.62
C00749,2024-08-28,29.65
C00749,2023-11-04,22.55
C00749,2025-07-16,25.27
C00749,2023-06-11,17.7
C00749,2024-04-01,27.79
C00749,2025-06-20,22.15
C00749,2025-12-25,41.1
C00749,2024-02-15,26.82
C00750,2025-12-23,21.01
C00750,2024-01-05,14.53
C00751,2023-03-02,50.14
C00751,2023-03-23,47.09
C00751,2025-05-14,58.17
C00752,2025-01-31,29.51
C00752,2024-06-17,27.22
C00753,2023-03-22,22.75
C00753,2024-12-25,15.99
C00753,2024-03-15,15.36
C00753,2024-09-02,9.12
C00754,2024-03-06,10.39
C00754,2024-10-19,23.67
C00754,2024-02-17,19.11
C00754,2024-02-05,12.63
C00755,2025-01-19,32.63
C00755,2024-04-11,17.38
C00755,2023-05-31,7.74
C00756,2025-07-27,10.76
C00756,2023-01-04,13.42
C00756,2024-10-11,15.81
C00756,2024-04-13,6.66
C00756,2023-11-09,12.37
C00757,2025-02-06,15.41
C00757,2024-04-16,13.24
C00758,2025-09-02,32.99
C00758,2025-02-04,35.09
C00758,2023-10-13,12.75
C00758,2023-07-15,37.27
C00758,2023-01-27,20.15
C00758,2025-12-10,26.09
C00758,2024-04-07,27.1
C00758,2023-09-07,51.99
C00758,2024-07-22,30.15
C00758,2025-11-15,16.48
C00758,2025-01-24,31.43
C00758,2023-08-11,57.93
C00758,2025-06-25,31.68
C00758,2023-05-16,29.75
C00758,2024-05-12,40.38
C00759,2024-10-04,9.44
C00760,2024-09-08,36.34
C00760,2023-02-05,59.38
C00760,2024-01-10,66.37
C00761,2025-07-28,13.91
C00761,2025-08-26,23.33
C00761,2023-12-01,21.96
C00761,2024-07-15,13.59
C00761,2024-10-04,36.02
C00762,2025-05-08,14.85
C00762,2023-05-27,13.36
C00762,2024-12-20,18.83
C00762,2025-01-14,23.08
C00762,2023-12-07,22.92
C00762,2023-12-08,42.85
C00762,2024-12-15,27.26
C00762,2024-12-01,16.56
C00762,2024-04-20,7.91
C00762,2024-03-31,28.47
C00762,2024-02-22,41.95
C00762,2025-05-12,17.82
C00763,2024-03-19,68.43
C00764,2025-12-11,12.79
C00764,2025-08-15,9.49
C00764,2024-01-17,10.76
C00764,2024-03-22,16.55
C00764,2024-12-14,15.01
C00765,2024-11-06,59.39
C00766,2023-01-29,28.86
C00766,2025-02-18,40.95
C00766,2024-02-01,34.28
C00766,2023-09-12,40.84
C00767,2025-11-26,27.82
C00767,2025-07-03,29.22
C00768,2025-12-21,17.96
C00768,2023-02-16,20.06
C00768,2025-11-07,28.13
C00768,2023-06-25,28.87
C00768,2024-03-04,52.55
C00769,2024-03-30,22.9
C00769,2023-05-10,21.09
C00769,2025-11-17,20.53
C00769,2025-06-05,15.37
C00769,2025-06-15,30.94
C00769,2024-04-13,18.52
C00769,2025-07-03,18.1
C00769,2025-08-28,8.78
C00770,2025-04-06,38.85
C00770,2025-07-17,41.97
C00771,2024-06-23,28.96
C00772,2023-06-11,12.5
C00772,2025-01-24,12.55
C00772,2025-07-13,15.54
C00772,2025-11-20,13.12
C00772,2023-05-02,17.74
C00772,2023-07-09,13.67
C00772,2025-10-12,9.14
C00772,2023-06-26,15.62
C00772,2023-12-11,17.72
C00772,2025-11-25,6.5
C00772,2024-01-06,9.32
C00772,2023-06-07,22.35
C00772,2023-12-22,21.5
C00773,2025-09-17,14.4
C00773,2025-05-02,33.05
C00773,2023-01-01,18.97
C00774,2023-01-02,50.0
C00774,2025-08-08,43.72
C00774,2025-08-12,50.77
C00774,2025-09-01,17.17
C00775,2025-06-10,23.26
C00775,2025-09-13,14.37
C00775,2024-07-09,14.36
C00775,2024-03-07,45.7
C00776,2023-01-09,19.81
C00777,2025-08-16,42.7
C00778,2025-10-05,13.42
C00778,2025-02-22,12.72
C00778,2024-08-01,14.49
C00778,2024-01-17,9.31
C00778,2023-04-22,21.59
C00778,2024-05-01,10.45
C00779,2025-07-28,16.36
C00779,2023-11-30,18.1
C00780,2025-07-12,54.52
C00780,2023-02-09,32.32
C00780,2025-10-19,18.02
C00781,2025-11-07,72.1
C00781,2025-03-11,70.59
C00781,2024-07-25,63.8
C00781,2024-08-20,52.95
C00781,2025-10-21,87.27
C00781,2023-04-17,43.97
C00781,2024-04-14,33.38
C00782,2023-09-22,18.34
C00783,2023-03-26,12.7
C00783,2025-07-05,18.48
C00783,2024-12-30,9.15
C00783,2025-05-31,16.74
C00783,2023-04-03,7.37
C00784,2023-04-13,14.85
C00785,2023-11-02,31.68
C00785,2023-11-22,19.86
C00786,2024-07-13,5.77
C00786,2025-02-02,4.56
C00786,2024-10-24,11.42
C00786,2023-05-22,7.8
C00787,2024-05-04,13.05
C00788,2024-09-28,23.35
C00789,2023-02-22,10.48
C00789,2023-09-04,9.78
C00789,2025-08-17,8.25
C00789,2025-01-01,5.45
C00790,2024-10-04,15.06
C00790,2024-08-26,9.8
C00790,2024-11-29,14.96
C00790,2023-04-15,14.42
C00790,2023-06-15,8.06
C00790,2023-08-06,11.51
C00790,2025-01-20,16.86
C00790,2025-01-14,14.66
C00790,2025-03-01,11.09
C00790,2025-10-17,17.01
C00790,2023-04-16,14.26
C00790,2023-01-27,14.8
C00790,2023-05-28,9.59
C00790,2023-09-10,6.4
C00791,2023-04-17,21.69
C00791,2023-05-15,27.82
C00792,2024-09-03,28.05
C00793,2024-08-04,8.09
C00793,2025-02-17,12.5
C00793,2024-03-15,14.02
C00794,2025-01-18,41.27
C00794,2024-07-01,49.58
C00794,2023-07-13,59.72
C00794,2025-10-29,30.49
C00794,2024-06-20,110.68
C00795,2025-03-15,17.77
C00795,2023-04-02,23.47
C00796,2024-03-04,17.33
C00796,2024-01-20,13.02
C00796,2023-04-27,11.53
C00797,2024-01-10,101.86
C00797,2023-02-22,105.84
C00797,2023-06-16,44.98
C00797,2023-12-26,158.84
C00797,2023-02-21,76.08
C00798,2024-07-17,39.57
C00799,2024-12-11,13.84
C00799,2025-06-21,13.25
C00800,2025-12-22,17.32
C00801,2024-08-30,13.81
C00801,2023-03-12,23.54
C00801,2024-09-15,25.93
C00802,2024-01-29,53.35
C00802,2023-01-17,49.18
C00802,2024-07-08,73.47
C00803,2025-07-07,7.23
C00803,2025-01-09,12.54
C00803,2023-04-10,12.03
C00803,2025-05-09,5.46
C00803,2023-03-05,9.03
C00803,2023-03-23,15.52
C00803,2023-07-07,11.3
C00804,2025-12-06,34.27
C00804,2025-02-01,32.14
C00804,2025-09-18,35.28
C00804,2024-03-04,32.53
C00805,2023-01-25,21.64
C00805,2023-10-30,22.52
C00805,2025-11-26,24.98
C00805,2024-12-13,27.38
C00805,2024-06-21,19.9
C00805,2024-04-14,18.74
C00805,2023-02-01,34.17
C00806,2023-10-22,49.88
C00806,2024-06-07,68.86
C00806,2023-01-17,30.62
C00806,2025-07-26,53.69
C00806,2023-09-21,31.62
C00806,2023-09-24,29.1
C00806,2025-03-19,32.57
C00806,2025-07-04,37.57
C00806,2023-07-06,62.04
C00806,2023-07-15,30.73
C00806,2024-04-28,25.02
C00806,2024-06-28,52.91
C00806,2025-06-11,64.25
C00806,2025-06-01,26.7
C00806,2023-03-04,97.07
C00806,2023-01-18,37.34
C00806,2025-06-17,41.2
C00807,2025-09-15,39.3
C00807,2024-04-11,26.75
C00807,2025-02-10,29.6
C00807,2024-05-28,21.31
C00808,2023-11-27,57.51
C00808,2025-10-04,59.3
C00808,2024-12-05,64.47
C00809,2024-07-03,46.43
C00809,2025-09-11,38.41
C00810,2024-09-04,32.29
C00810,2024-12-29,20.87
C00811,2023-05-01,9.6
C00811,2025-02-10,16.78
C00811,2024-01-02,10.89
C00811,2023-04-14,18.59
C00811,2025-10-21,15.27
C00812,2024-11-18,16.87
C00813,2025-04-03,50.19
C00813,2023-12-17,38.81
C00813,2024-12-07,32.58
C00813,2025-10-09,17.88
C00814,2023-04-17,12.14
C00814,2025-02-25,13.88
C00814,2024-02-14,12.33
C00814,2025-08-21,18.67
C00814,2025-02-03,12.73
C00814,2024-07-27,32.29
C00814,2025-05-27,27.99
C00814,2025-12-22,8.6
C00814,2024-02-16,12.45
C00814,2025-08-29,15.06
C00814,2024-04-15,16.77
C00814,2025-08-14,12.86
C00814,2023-06-12,16.72
C00814,2023-06-23,19.96
C00814,2025-03-26,13.99
C00814,2025-10-20,14.37
C00814,2025-04-28,17.49
C00815,2025-06-29,14.59
C00816,2025-01-31,21.65
C00816,2025-05-20,24.94
C00816,2023-08-05,18.0
C00817,2024-10-19,40.17
C00818,2024-01-04,12.93
C00818,2023-07-19,11.04
C00818,2025-09-09,12.11
C00818,2025-06-01,14.89
C00819,2024-01-25,24.38
C00819,2025-08-19,14.61
C00819,2024-09-03,11.37
C00819,2023-07-09,15.28
C00819,2024-02-26,9.54
C00820,2025-12-27,13.1
C00820,2024-04-03,21.6
C00820,2024-02-07,26.17
C00820,2023-12-13,20.43
C00821,2024-11-07,30.13
C00821,2024-08-01,20.46
C00821,2024-08-15,31.86
C00821,2024-03-29,36.95
C00822,2025-05-07,6.22
C00822,2023-08-16,11.04
C00822,2023-01-09,7.1
C00822,2024-11-10,7.85
C00822,2024-07-15,10.67
C00822,2023-09-23,4.21
C00822,2023-06-26,3.94
C00823,2023-11-23,32.32
C00824,2023-06-01,18.93
C00824,2023-06-15,21.02
C00824,2025-01-02,12.06
C00824,2023-07-17,12.91
C00825,2025-11-23,7.14
C00826,2023-07-01,68.56
C00826,2024-06-21,79.9
C00827,2025-07-10,67.03
C00827,2025-04-14,78.83
C00827,2024-11-22,49.39
C00827,2025-05-11,66.0
C00827,2025-04-18,38.76
C00827,2025-02-26,33.92
C00827,2023-05-07,21.73
C00827,2024-04-12,69.82
C00827,2024-12-20,51.91
C00827,2023-04-26,18.47
C00827,2023-12-07,71.15
C00827,2025-01-10,39.69
C00828,2023-10-14,12.05
C00828,2023-06-09,11.45
C00828,2023-03-21,14.14
C00829,2024-12-22,20.14
C00829,2023-05-26,15.92
C00829,2024-11-30,14.6
C00829,2023-08-27,16.86
C00830,2024-12-23,26.99
C00830,2024-09-18,36.16
C00831,2023-11-13,24.6
C00831,2025-07-19,18.89
C00831,2024-05-20,18.31
C00831,2025-09-23,14.87
C00832,2025-11-02,27.25
C00833,2025-03-10,40.97
C00833,2024-08-22,26.26
C00833,2025-07-05,57.07
C00833,2024-04-05,66.2
C00834,2024-06-07,57.93
C00835,2023-04-02,44.83
C00835,2024-10-16,23.35
C00835,2023-09-15,22.05
C00836,2024-01-07,39.67
C00836,2023-12-17,49.45
C00837,2025-11-10,5.87
C00837,2025-05-14,8.2
C00837,2023-02-02,8.02
C00837,2024-11-29,19.5
C00837,2024-05-20,18.4
C00837,2024-07-16,14.03
C00837,2023-05-12,8.73
C00837,2023-05-19,17.14
C00837,2023-12-07,25.68
C00837,2023-12-03,16.54
C00837,2024-01-07,13.7
C00837,2024-05-25,14.35
C00837,2023-10-06,19.66
C00838,2024-10-19,14.67
C00838,2023-05-24,15.06
C00838,2025-11-16,18.24
C00838,2025-11-16,38.2
C00839,2025-08-07,63.99
C00839,2025-08-01,24.48
C00839,2023-07-01,29.25
C00839,2025-07-18,28.17
C00839,2025-12-19,34.85
C00839,2023-09-27,43.62
C00840,2023-01-21,20.49
C00840,2023-06-07,16.85
C00840,2025-11-02,11.38
C00840,2025-08-06,16.91
C00840,2024-02-05,21.29
C00840,2025-10-04,17.85
C00840,2024-08-30,20.51
C00840,2024-03-24,25.27
C00840,2024-05-24,10.84
C00840,2025-12-20,31.39
C00840,2023-11-25,23.45
C00840,2025-10-04,15.77
C00840,2025-11-08,25.85
C00840,2025-03-06,14.8
C00840,2024-04-21,14.66
C00840,2023-07-25,9.8
C00841,2024-10-03,27.84
C00841,2023-08-09,32.0
C00841,2023-01-01,42.7
C00841,2025-04-20,57.31
C00842,2023-10-04,32.0
C00843,2025-12-22,55.17
C00843,2024-12-13,69.95
C00843,2023-07-28,32.08
C00843,2025-07-17,52.44
C00844,2023-08-13,13.45
C00844,2025-03-20,17.83
C00844,2025-08-22,27.04
C00844,2025-05-10,12.41
C00844,2025-04-26,28.63
C00844,2025-07-09,18.08
C00844,2025-12-21,23.72
C00844,2024-12-25,25.2
C00844,2025-02-22,14.0
C00844,2024-04-20,8.74
C00844,2024-09-20,17.96
C00844,2024-01-15,13.75
C00844,2024-04-06,17.89
C00845,2024-06-07,50.35
C00845,2024-04-18,80.16
C00845,2025-12-27,39.16
C00845,2024-09-04,46.83
C00846,2023-04-18,44.84
C00847,2024-10-18,10.41
C00847,2023-09-10,11.11
C00847,2023-03-16,8.55
C00847,2025-03-21,7.39
C00848,2024-05-17,17.42
C00848,2023-01-25,11.45
C00848,2023-04-10,28.97
C00849,2023-10-07,27.99
C00849,2023-12-25,19.59
C00850,2025-02-23,13.68
C00850,2025-01-23,8.52
C00850,2024-12-17,16.92
C00850,2023-07-22,15.11
C00850,2025-04-23,17.58
C00850,2025-07-21,10.17
C00851,2024-12-11,34.96
C00851,2025-03-26,47.98
C00852,2023-09-30,8.35
C00852,2025-10-09,14.99
C00852,2023-06-11,16.32
C00852,2025-09-18,10.36
C00853,2024-08-17,23.31
C00853,2025-07-02,26.67
C00853,2023-01-20,21.82
C00854,2024-01-18,27.1
C00854,2023-04-10,22.49
C00854,2024-05-29,26.75
C00855,2023-09-26,17.17
C00856,2025-05-26,10.07
C00856,2025-01-07,10.56
C00856,2025-04-13,15.89
C00857,2024-01-23,81.35
C00857,2024-08-10,55.23
C00857,2025-11-25,70.88
C00857,2024-03-13,93.4
C00857,2024-11-26,73.88
C00858,2023-01-05,26.77
C00858,2023-11-05,25.82
C00858,2023-03-25,43.47
C00859,2025-10-24,23.31
C00859,2024-10-01,30.13
C00859,2024-08-01,10.36
C00860,2025-03-19,33.23
C00860,2023-12-10,27.53
C00860,2024-10-04,32.62
C00860,2024-02-09,31.35
C00861,2023-01-22,26.73
C00861,2025-10-22,22.86
C00861,2023-07-11,19.35
C00862,2024-05-12,42.27
C00862,2025-11-08,39.44
C00862,2025-10-27,33.92
C00862,2023-07-10,42.32
C00863,2025-11-22,25.93
C00863,2025-11-29,12.46
C00863,2025-11-11,19.44
C00863,2025-03-30,20.48
C00864,2025-07-07,42.7
C00865,2025-08-12,42.74
C00865,2025-07-23,30.37
C00866,2023-12-18,29.56
C00866,2024-10-07,44.47
C00866,2024-02-06,58.02
C00866,2025-02-27,44.1
C00866,2024-11-15,51.31
C00867,2023-05-05,42.38
C00867,2023-09-20,46.06
C00868,2023-11-09,82.71
C00868,2025-06-14,56.78
C00868,2025-07-06,78.23
C00869,2025-10-21,16.6
C00869,2025-02-15,17.01
C00870,2023-12-02,27.34
C00870,2025-05-07,17.31
C00870,2024-08-01,12.84
C00870,2025-03-15,16.85
C00870,2023-01-11,25.32
C00870,2024-02-28,28.45
C00870,2024-02-10,27.0
C00870,2025-02-03,10.58
C00870,2024-06-05,11.92
C00870,2025-02-15,22.29
C00870,2025-07-10,26.01
C00870,2024-10-01,10.74
C00871,2023-12-16,24.41
C00871,2025-01-07,21.13
C00871,2025-05-19,29.18
C00872,2023-08-27,55.38
C00873,2025-05-20,46.38
C00874,2023-11-11,26.33
C00874,2025-11-10,28.05
C00875,2025-06-27,13.22
C00875,2023-03-21,36.97
C00875,2025-06-07,35.07
C00875,2023-11-29,24.08
C00876,2025-05-28,40.33
C00876,2024-08-22,44.72
C00877,2025-07-24,13.36
C00877,2023-08-27,12.18
C00878,2025-10-28,13.97
C00878,2025-11-18,12.93
C00878,2024-03-21,13.42
C00878,2023-03-03,10.03
C00879,2025-08-07,21.23
C00879,2025-05-23,15.09
C00880,2025-07-14,27.95
C00881,2024-03-01,27.14
C00881,2023-12-16,28.34
C00881,2024-05-05,26.63
C00881,2023-07-06,22.77
C00881,2025-09-18,22.98
C00882,2025-07-30,60.41
C00882,2023-08-09,21.18
C00882,2024-05-23,53.74
C00882,2025-02-08,24.25
C00883,2023-01-20,3.16
C00883,2024-01-28,2.96
C00883,2025-09-11,5.65
C00884,2024-06-12,36.01
C00884,2025-08-18,16.35
C00884,2023-03-27,15.19
C00884,2025-04-21,19.83
C00885,2024-10-23,28.67
C00885,2025-01-24,26.21
C00885,2023-03-03,62.75
C00885,2024-07-15,41.1
C00885,2023-04-03,51.18
C00886,2023-01-06,15.34
C00886,2023-04-08,25.76
C00887,2024-01-27,4.05
C00888,2025-02-18,73.15
